Energy (MeV)	Simulated_Flux_Norm	Watt_Flux_Norm
30	0
3	0.0257217
0.3	0.389783
0.03	0.255239
0.003	0.0870581
0.0003	0.00593578
3e-05	0
3e-06	0
3e-07	0
3e-08	0

0.01	0.0681137
0.06998	0.173227
0.12996	0.226903
0.18994	0.263612
0.24992	0.290532
0.3099	0.310785
0.36988	0.326103
0.42986	0.337586
0.48984	0.345994
0.54982	0.351883
0.6098	0.355676
0.66978	0.357709
0.72976	0.35825
0.78974	0.357523
0.84972	0.355712
0.9097	0.352974
0.96968	0.349444
1.02966	0.345237
1.08964	0.340454
1.14962	0.335182
1.2096	0.329497
1.26958	0.323468
1.32956	0.317153
1.38954	0.310606
1.44952	0.303872
1.5095	0.296993
1.56948	0.290006
1.62946	0.282943
1.68944	0.275833
1.74942	0.268702
1.8094	0.261572
1.86938	0.254463
1.92936	0.247393
1.98934	0.240378
2.04932	0.233432
2.1093	0.226566
2.16928	0.219791
2.22926	0.213116
2.28924	0.206549
2.34922	0.200096
2.4092	0.193764
2.46918	0.187556
2.52916	0.181478
2.58914	0.175531
2.64912	0.169718
2.7091	0.164042
2.76908	0.158503
2.82906	0.153102
2.88904	0.14784
2.94902	0.142716
3.009	0.13773
3.06898	0.132882
3.12896	0.128169
3.18894	0.123592
3.24892	0.119148
3.3089	0.114835
3.36888	0.110652
3.42886	0.106597
3.48884	0.102667
3.54882	0.0988611
3.6088	0.0951756
3.66878	0.0916085
3.72876	0.0881573
3.78874	0.0848195
3.84872	0.0815924
3.9087	0.0784734
3.96868	0.0754598
4.02866	0.0725491
4.08864	0.0697386
4.14862	0.0670255
4.2086	0.0644073
4.26858	0.0618813
4.32856	0.059445
4.38854	0.0570957
4.44852	0.0548309
4.5085	0.0526481
4.56848	0.0505449
4.62846	0.0485188
4.68844	0.0465674
4.74842	0.0446883
4.8084	0.0428793
4.86838	0.0411381
4.92836	0.0394626
4.98834	0.0378504
5.04832	0.0362997
5.1083	0.0348082
5.16828	0.033374
5.22826	0.0319951
5.28824	0.0306696
5.34822	0.0293957
5.4082	0.0281716
5.46818	0.0269955
5.52816	0.0258657
5.58814	0.0247805
5.64812	0.0237384
5.7081	0.0227378
5.76808	0.0217772
5.82806	0.0208551
5.88804	0.0199701
5.94802	0.0191207
6.008	0.0183058
6.06798	0.017524
6.12796	0.016774
6.18794	0.0160547
6.24792	0.0153648
6.3079	0.0147033
6.36788	0.014069
6.42786	0.013461
6.48784	0.0128782
6.54782	0.0123195
6.6078	0.0117842
6.66778	0.0112712
6.72776	0.0107796
6.78774	0.0103087
6.84772	0.00985761
6.9077	0.00942553
6.96768	0.00901171
7.02766	0.00861542
7.08764	0.00823594
7.14762	0.00787261
7.2076	0.00752477
7.26758	0.00719179
7.32756	0.00687307
7.38754	0.00656802
7.44752	0.00627608
7.5075	0.00599671
7.56748	0.00572939
7.62746	0.00547364
7.68744	0.00522896
7.74742	0.00499489
7.8074	0.00477101
7.86738	0.00455687
7.92736	0.00435207
7.98734	0.00415623
8.04732	0.00396895
8.1073	0.00378989
8.16728	0.0036187
8.22726	0.00345503
8.28724	0.00329857
8.34722	0.00314902
8.4072	0.00300608
8.46718	0.00286947
8.52716	0.00273892
8.58714	0.00261416
8.64712	0.00249494
8.7071	0.00238104
8.76708	0.00227222
8.82706	0.00216825
8.88704	0.00206894
8.94702	0.00197407
9.007	0.00188346
9.06698	0.00179691
9.12696	0.00171426
9.18694	0.00163533
9.24692	0.00155995
9.3069	0.00148798
9.36688	0.00141926
9.42686	0.00135365
9.48684	0.00129101
9.54682	0.00123121
9.6068	0.00117413
9.66678	0.00111964
9.72676	0.00106764
9.78674	0.001018
9.84672	0.000970627
9.9067	0.000925418
9.96668	0.000882276
10.0267	0.00084111
10.0866	0.000801829
10.1466	0.000764351
10.2066	0.000728593
10.2666	0.000694479
10.3266	0.000661936
10.3865	0.000630891
10.4465	0.000601278
10.5065	0.000573031
10.5665	0.00054609
10.6265	0.000520395
10.6864	0.000495889
10.7464	0.000472519
10.8064	0.000450233
10.8664	0.000428981
10.9264	0.000408717
10.9863	0.000389396
11.0463	0.000370974
11.1063	0.00035341
11.1663	0.000336666
11.2263	0.000320703
11.2862	0.000305486
11.3462	0.000290981
11.4062	0.000277154
11.4662	0.000263975
11.5262	0.000251414
11.5861	0.000239443
11.6461	0.000228033
11.7061	0.00021716
11.7661	0.000206798
11.8261	0.000196924
11.886	0.000187515
11.946	0.00017855
12.006	0.000170008
12.066	0.000161869
12.126	0.000154115
12.1859	0.000146727
12.2459	0.000139689
12.3059	0.000132985
12.3659	0.000126598
12.4259	0.000120515
12.4858	0.00011472
12.5458	0.0001092
12.6058	0.000103943
12.6658	9.89354e-05
12.7258	9.41666e-05
12.7857	8.9625e-05
12.8457	8.52998e-05
12.9057	8.1181e-05
12.9657	7.72588e-05
13.0257	7.35239e-05
13.0856	6.99676e-05
13.1456	6.65814e-05
13.2056	6.33572e-05
13.2656	6.02875e-05
